tourney_name,Date,tourney_level,Court,Surface,Round,Best of,winner_name,loser_name,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL
Barcelona Open,2025-04-16,ATP500,Outdoor,Clay,2nd Round,3.0,Ruud C.,Medjedovic H.,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.39,3.29
BMW Open,2025-04-17,ATP500,Outdoor,Clay,2nd Round,3.0,Goffin D.,Navone M.,0.0,6.0,7.0,5.0,6.0,1.0,,,,,2.0,1.0,Completed,3.2,1.36,2.99,1.45
BMW Open,2025-04-17,ATP500,Outdoor,Clay,2nd Round,3.0,Cerundolo F.,Shevchenko A.,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.11,7.77
BMW Open,2025-04-17,ATP500,Outdoor,Clay,2nd Round,3.0,Bergs Z.,Dedura-Palomero D.,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.13,6.0,1.15,6.29
BMW Open,2025-04-17,ATP500,Outdoor,Clay,2nd Round,3.0,Marozsan F.,Humbert U.,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.88,2.04
Barcelona Open,2025-04-17,ATP500,Outdoor,Clay,2nd Round,3.0,Khachanov K.,Munar J.,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.75,2.21
Barcelona Open,2025-04-17,ATP500,Outdoor,Clay,2nd Round,3.0,Davidovich Fokina A.,Rublev A.,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.04,1.87
Barcelona Open,2025-04-17,ATP500,Outdoor,Clay,2nd Round,3.0,Alcaraz C.,Djere L.,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.08,9.95
Barcelona Open,2025-04-17,ATP500,Outdoor,Clay,2nd Round,3.0,De Minaur A.,Fearnley J.,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.08,9.45
BMW Open,2025-04-18,ATP500,Outdoor,Clay,Quarterfinals,3.0,Cerundolo F.,Goffin D.,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.18,5.71
BMW Open,2025-04-18,ATP500,Outdoor,Clay,Quarterfinals,3.0,Shelton B.,Darderi L.,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.31,1.69
BMW Open,2025-04-18,ATP500,Outdoor,Clay,Quarterfinals,3.0,Zverev A.,Griekspoor T.,6.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.29,3.75,1.28,4.0
BMW Open,2025-04-18,ATP500,Outdoor,Clay,Quarterfinals,3.0,Marozsan F.,Bergs Z.,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.74,2.22
Barcelona Open,2025-04-18,ATP500,Outdoor,Clay,Quarterfinals,3.0,Khachanov K.,Davidovich Fokina A.,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.68,1.53
Barcelona Open,2025-04-18,ATP500,Outdoor,Clay,Quarterfinals,3.0,Rune H.,Ruud C.,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.5,1.6
Barcelona Open,2025-04-18,ATP500,Outdoor,Clay,Quarterfinals,3.0,Alcaraz C.,De Minaur A.,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.25,4.51
Barcelona Open,2025-04-18,ATP500,Outdoor,Clay,Quarterfinals,3.0,Fils A.,Tsitsipas S.,2.0,0.0,,,,,,,,,0.0,0.0,Retired,1.8,2.0,1.81,2.12
BMW Open,2025-04-19,ATP500,Outdoor,Clay,Semifinals,3.0,Shelton B.,Cerundolo F.,2.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,3.2,1.36,3.5,1.35
BMW Open,2025-04-19,ATP500,Outdoor,Clay,Semifinals,3.0,Zverev A.,Marozsan F.,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.22,4.95
Barcelona Open,2025-04-19,ATP500,Outdoor,Clay,Semifinals,3.0,Rune H.,Khachanov K.,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.6,2.51
Barcelona Open,2025-04-19,ATP500,Outdoor,Clay,Semifinals,3.0,Alcaraz C.,Fils A.,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.34,3.58
BMW Open,2025-04-20,ATP500,Outdoor,Clay,The Final,3.0,Zverev A.,Shelton B.,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.22,4.94
Barcelona Open,2025-04-20,ATP500,Outdoor,Clay,The Final,3.0,Rune H.,Alcaraz C.,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,4.5,1.2,5.18,1.2
Mutua Madrid Open,2025-04-23,Masters 1000,Outdoor,Clay,1st Round,3.0,Navone M.,Mpetshi G.,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.63,2.42
Mutua Madrid Open,2025-04-23,Masters 1000,Outdoor,Clay,1st Round,3.0,Rinderknech A.,Safiullin R.,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.51,1.58
Mutua Madrid Open,2025-04-23,Masters 1000,Outdoor,Clay,1st Round,3.0,Cina F.,Wong C.,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.57,2.55
Mutua Madrid Open,2025-04-23,Masters 1000,Outdoor,Clay,1st Round,3.0,O Connell C.,Ugo Carabelli C.,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.23,1.72
Mutua Madrid Open,2025-04-23,Masters 1000,Outdoor,Clay,1st Round,3.0,Bonzi B.,Cilic M.,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.5,1.3,3.69,1.32
Mutua Madrid Open,2025-04-23,Masters 1000,Outdoor,Clay,1st Round,3.0,Borges N.,Carreno Busta P.,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.62,2.3,1.69,2.28
